Time,Lot,pH,Temp,Current,Voltage,DTime,QC
40:55.5,3,2.12,24.76,3.24,4.68,2021-10-12,1
41:00.5,3,1.61,22.75,3.95,4.01,2021-10-12,1
41:05.5,3,1.51,27.46,4.17,4.22,2021-10-12,1
41:10.5,3,2.76,24.45,3.62,4.38,2021-10-12,1
41:15.5,3,2.13,24.46,3.74,4.92,2021-10-12,1
41:20.5,3,2.31,26.87,3.42,3.59,2021-10-12,1
41:25.5,3,2.13,26.92,3.19,3.97,2021-10-12,1
41:30.5,3,1.92,26.76,3.69,4.07,2021-10-12,1
41:35.5,3,2.23,24.67,3.79,4.96,2021-10-12,1
41:40.6,3,1.73,22.52,3.73,4.61,2021-10-12,1
41:45.6,3,1.6,24.38,4.3,3.58,2021-10-12,1
41:50.6,3,2.85,27.29,4.4,4.8,2021-10-12,1
41:55.6,3,2.57,23.83,4.27,3.23,2021-10-12,1
42:00.6,3,2.77,22.19,4.15,3.63,2021-10-12,1
42:05.6,3,1.52,24.51,3.16,3.03,2021-10-12,1
42:10.6,3,2.45,23.73,3.03,3.85,2021-10-12,1
42:15.6,3,2.83,23.48,4.18,3.37,2021-10-12,1
42:20.6,3,1.96,27.31,4.12,3.38,2021-10-12,1
42:25.6,3,2.51,21.46,4.17,3.53,2021-10-12,1
42:30.6,3,2.3,23.28,4.2,3.88,2021-10-12,1
42:35.6,3,1.58,24.97,3.47,4.17,2021-10-12,1
42:40.6,3,1.73,22.08,3.77,4.2,2021-10-12,1
42:45.6,3,2.64,21.24,4,4.37,2021-10-12,1
42:50.6,3,2.22,25.2,3.35,3.23,2021-10-12,1
42:55.6,3,2.17,24.94,4.37,4.45,2021-10-12,1
43:00.6,3,1.71,21.54,3.67,3.84,2021-10-12,1
43:05.6,3,2.45,26.35,3.81,4.3,2021-10-12,1
43:10.6,3,1.51,23.04,4.45,4.72,2021-10-12,1
43:15.6,3,2.02,27.87,4.13,3.88,2021-10-12,1
43:43.2,4,2.16,23.87,3.47,3.35,2021-10-12,1
43:48.2,4,2.28,26.67,3.33,3.66,2021-10-12,1
43:53.2,4,2.26,27.81,3.98,4.42,2021-10-12,1
43:58.2,4,1.53,24.33,3.38,3.3,2021-10-12,1
44:03.2,4,2.51,21.08,3.14,4.65,2021-10-12,1
44:08.2,4,4.86,24.56,4.12,3.16,2021-10-12,1
44:13.2,4,2.85,27.64,3.52,3.1,2021-10-12,1
44:18.2,4,2.26,24.22,4.15,3.73,2021-10-12,1
44:23.2,4,2.43,23.31,3.54,4.03,2021-10-12,1
44:28.2,4,1.96,27.12,3.87,3.38,2021-10-12,1
44:33.2,4,1.76,26.03,3.83,4.15,2021-10-12,1
44:38.2,4,1.78,21.1,3.82,3.06,2021-10-12,1
44:43.2,4,2.08,25.82,4.29,4.6,2021-10-12,1
44:48.2,4,2.89,22.1,3.06,4.82,2021-10-12,1
44:53.3,4,2.93,23.64,3.68,4.52,2021-10-12,1
44:58.3,4,3.02,25.59,1.8,1.82,2021-10-12,1
45:03.3,4,2.78,24.86,4.17,3.04,2021-10-12,1
45:08.3,4,2.21,21.04,4.46,4.86,2021-10-12,1
45:13.3,4,2.47,25.18,3.21,4.96,2021-10-12,1
45:18.3,4,1.63,24.74,4.09,3.67,2021-10-12,1
45:23.3,4,2.05,21.8,4.15,4.63,2021-10-12,1
45:28.3,4,2.61,21.63,3.29,3.57,2021-10-12,1
45:33.3,4,2.82,23.75,4.49,4.23,2021-10-12,1
45:38.3,4,2.98,25.56,3.02,3.04,2021-10-12,1
45:43.3,4,2.36,26.08,3.06,3.8,2021-10-12,1
45:48.3,4,2.93,27.58,3.14,3.99,2021-10-12,1
45:53.3,4,2.94,26.12,3.1,4.71,2021-10-12,1
45:58.3,4,2.39,22.88,4.34,3.24,2021-10-12,1
46:03.3,4,2.01,25.56,3.4,4.5,2021-10-12,1
46:08.3,4,2.46,21.62,3.55,4.41,2021-10-12,1
46:13.3,4,2.34,27.76,3.5,3.68,2021-10-12,1
46:18.3,4,1.62,22.52,3.31,3.26,2021-10-12,1
46:23.4,4,2.46,22.93,3.55,4.19,2021-10-12,1
46:28.4,4,2.87,21.26,3.09,4.38,2021-10-12,1
46:33.4,4,2.71,25.32,3.17,4.88,2021-10-12,1
46:38.4,4,1.66,27.52,3.51,4.38,2021-10-12,1
46:43.4,4,1.71,23.96,4.43,4.16,2021-10-12,1
46:48.4,4,2.24,23.59,3.18,4.28,2021-10-12,1
46:53.4,4,2.58,27.04,4.06,4.55,2021-10-12,1
46:58.4,4,2.1,23.67,3.95,4.86,2021-10-12,1
47:03.4,4,2.53,21.18,3.32,3.41,2021-10-12,1
47:08.4,4,2.02,25.11,3.6,3.21,2021-10-12,1
47:13.4,4,3.25,24.14,1.92,3.94,2021-10-12,1
47:18.4,4,1.72,25.68,3.88,3.95,2021-10-12,1
47:23.4,4,2.4,25.2,3.16,4.43,2021-10-12,1
47:28.4,4,1.61,26.02,3.39,4.94,2021-10-12,1
47:33.4,4,2.92,25.96,3.19,3.78,2021-10-12,1
47:38.4,4,1.75,23.17,3.85,3.3,2021-10-12,1
47:43.4,4,2.71,23.17,4.17,4.63,2021-10-12,1
47:48.4,4,1.62,22.74,4.46,3.37,2021-10-12,1
47:53.4,4,2.45,23.24,3.24,3.22,2021-10-12,1
47:58.4,4,2.65,24.74,4.32,3.88,2021-10-12,1
48:03.4,4,1.67,23.27,3.83,4.17,2021-10-12,1
48:08.4,4,2.54,25.16,3.96,3.1,2021-10-12,1
48:13.4,4,1.57,24.14,3.66,4.36,2021-10-12,1
48:18.4,4,1.62,25.94,3.38,4.66,2021-10-12,1
48:23.4,4,2.4,24.61,4.02,4.95,2021-10-12,1
48:28.5,4,1.67,25.44,3.81,4.72,2021-10-12,1
48:33.5,4,1.88,24.29,4.27,4.02,2021-10-12,1
48:38.5,4,2.5,25.06,4.42,4.09,2021-10-12,1
48:43.5,4,1.7,23.16,4,4.13,2021-10-12,1
48:48.5,4,2.99,24.63,3.78,3.49,2021-10-12,1
48:53.5,4,2.97,23.46,4.16,3.49,2021-10-12,1
48:58.5,4,2.36,26.28,4.05,4.47,2021-10-12,1
49:03.5,4,2.8,26.17,4.05,3.61,2021-10-12,1
49:08.5,4,2.54,27.12,3.68,4.52,2021-10-12,1
49:13.5,4,2.03,23.71,4.14,4.11,2021-10-12,1
49:18.5,4,2.14,25.09,3.93,3.93,2021-10-12,1
49:23.5,4,2.12,25.15,3.77,4.24,2021-10-12,1
49:50.3,5,2.83,25.36,3.21,3.3,2021-10-12,1
49:55.3,5,2.3,26.4,4.01,4.16,2021-10-12,1
50:00.3,5,2.03,23.45,3.6,3.3,2021-10-12,1
50:05.3,5,2.64,26.79,3.68,3.11,2021-10-12,1
50:10.3,5,1.89,26.08,3.4,3.24,2021-10-12,1
50:15.3,5,2.2,23.96,3.9,4.78,2021-10-12,1
50:20.3,5,2.53,23.85,3.08,4.01,2021-10-12,1
50:25.3,5,2.68,27.02,4.23,4.54,2021-10-12,1
50:30.3,5,2.39,24.27,3.1,4.83,2021-10-12,1
50:35.3,5,2.67,23.34,3.43,4.79,2021-10-12,1
50:40.3,5,2.1,21.68,3.88,4.79,2021-10-12,1
50:45.3,5,2.17,21.05,4.28,4.8,2021-10-12,1
50:50.3,5,2.39,26.23,3.34,3.44,2021-10-12,1
50:55.3,5,2.77,23.25,3.75,4.71,2021-10-12,1
51:00.3,5,2.94,26.16,3.66,3.11,2021-10-12,1
51:05.3,5,1.66,26.06,4.14,4.31,2021-10-12,1
51:10.4,5,1.93,21.17,4.28,3.61,2021-10-12,1
51:15.4,5,2.97,23.75,3.46,3.65,2021-10-12,1
51:20.4,5,1.77,22.09,3.05,3.12,2021-10-12,1
51:25.4,5,2.06,26.28,4.18,3.78,2021-10-12,1
51:30.4,5,2.78,24.3,4.28,3.14,2021-10-12,1
51:35.4,5,2.25,27.76,3.76,3.8,2021-10-12,1
51:40.4,5,1.95,22.83,3.75,4.03,2021-10-12,1
51:45.4,5,2.72,25.04,3.25,4.82,2021-10-12,1
51:50.4,5,2.76,26.63,3.57,3.87,2021-10-12,1
51:55.4,5,1.53,27.08,3.68,3.4,2021-10-12,1
52:00.4,5,2.78,26.56,3.75,4.98,2021-10-12,1
52:05.4,5,2.24,27.81,4.05,4.3,2021-10-12,1
52:10.4,5,2.64,24.97,4.22,4.73,2021-10-12,1
52:15.4,5,2.36,26.45,3.23,3.57,2021-10-12,1
52:20.4,5,1.94,27.2,4.13,4.87,2021-10-12,1
52:25.4,5,2.17,25.61,3.96,3.47,2021-10-12,1
52:30.4,5,1.94,21.79,4.08,4.61,2021-10-12,1
52:35.4,5,2.26,24.28,4,3.23,2021-10-12,1
52:40.5,5,1.72,21.39,3.04,4.11,2021-10-12,1
52:45.5,5,2.14,25.34,3.3,4.94,2021-10-12,1
52:50.5,5,2.5,25.56,4,3.92,2021-10-12,1
52:55.5,5,2.03,24.21,3.8,3.97,2021-10-12,1
53:00.5,5,2.33,23.53,3.1,3.54,2021-10-12,1
53:05.5,5,2.35,22.02,3.05,3.49,2021-10-12,1
53:10.5,5,1.57,27.38,3.13,3.45,2021-10-12,1
53:15.5,5,2.92,25.3,4.01,3.4,2021-10-12,1
53:20.5,5,2.62,21.79,3.13,3.49,2021-10-12,1
53:25.5,5,2.5,23.6,3.49,4.17,2021-10-12,1
53:30.5,5,2.02,21.78,4.33,3.2,2021-10-12,1
53:35.5,5,2.6,21.1,4.21,4.22,2021-10-12,1
53:40.5,5,2.7,26.32,4.22,4.41,2021-10-12,1
53:45.5,5,1.73,23.95,2.41,3.11,2021-10-12,1
53:50.5,5,2.68,22.39,3.99,4.74,2021-10-12,1
53:55.6,5,2.71,25.09,3.75,4.58,2021-10-12,1
54:00.6,5,2.23,24.93,4.44,4.58,2021-10-12,1
54:05.6,5,1.63,26.58,3.08,4.84,2021-10-12,1
54:10.6,5,1.56,27.06,1.72,2.34,2021-10-12,1
54:15.6,5,2.14,24.37,3.3,4.99,2021-10-12,1
54:20.6,5,1.54,21.73,4.32,4.19,2021-10-12,1
54:25.6,5,2.79,23.44,3.76,4.59,2021-10-12,1
54:30.6,5,2.04,23.59,4.44,4.65,2021-10-12,1
54:35.6,5,2.12,27.37,4.47,4.14,2021-10-12,1
54:40.6,5,1.96,21.46,3.55,3.64,2021-10-12,1
54:45.6,5,1.9,26.3,3.6,4.67,2021-10-12,1
54:50.6,5,2.64,25.49,4.2,4.81,2021-10-12,1
54:55.6,5,2.38,25.33,3.51,3.99,2021-10-12,1
55:00.6,5,2.97,22.2,3.16,3.59,2021-10-12,1
55:05.6,5,2.2,25.02,4.33,4.95,2021-10-12,1
55:10.6,5,4.71,23.15,2.06,2.02,2021-10-12,1
55:15.6,5,1.91,25.63,3.76,3.36,2021-10-12,1
55:20.6,5,2.78,22.58,4.21,4.43,2021-10-12,1
55:25.6,5,2.26,27.74,3.83,3.38,2021-10-12,1
55:30.7,5,2.89,22.91,3.38,4.28,2021-10-12,1
55:58.4,6,1.63,25.95,4.15,3.32,2021-10-12,1
56:03.4,6,2.83,26.84,4.49,3.99,2021-10-12,1
56:08.4,6,2.08,26.54,3.72,4.93,2021-10-12,1
56:13.4,6,2.04,24.86,4.48,3.13,2021-10-12,1
56:18.4,6,1.94,21.26,3.89,4.03,2021-10-12,1
56:23.4,6,1.66,22.41,4.18,3.28,2021-10-12,1
56:28.4,6,2.12,25.53,3.34,4.5,2021-10-12,1
56:33.5,6,2.07,26.76,3.31,4.64,2021-10-12,1
56:38.5,6,2.79,21.04,3.99,3.56,2021-10-12,1
56:43.5,6,2.62,23.48,3.54,4.8,2021-10-12,1
56:48.5,6,2.99,24.09,4.43,3.82,2021-10-12,1
56:53.5,6,2.83,24.82,3.83,4.42,2021-10-12,1
56:58.5,6,2.79,26.66,3.32,3.09,2021-10-12,1
57:03.5,6,1.82,24.43,3.93,4.26,2021-10-12,1
57:08.5,6,1.71,22.34,4.26,4.93,2021-10-12,1
57:13.5,6,2.7,22.79,3.46,3.37,2021-10-12,1
57:18.5,6,1.83,22.33,3.56,4.61,2021-10-12,1
57:23.5,6,2.4,25.13,3.54,4.06,2021-10-12,1
57:28.5,6,2.91,26.61,3.85,3.33,2021-10-12,1
57:33.5,6,1.64,22.3,3.02,3.6,2021-10-12,1
57:38.5,6,2.34,22.82,3.15,4.32,2021-10-12,1
57:43.5,6,2.79,22.27,3.57,4.78,2021-10-12,1
57:48.5,6,1.91,23.99,3.69,4.37,2021-10-12,1
57:53.5,6,2.19,25.03,3.46,4.37,2021-10-12,1
57:58.5,6,2.29,22.67,3.48,3.86,2021-10-12,1
58:03.5,6,2.88,24.21,4.36,4.61,2021-10-12,1
58:08.5,6,1.84,24.44,4.48,4.19,2021-10-12,1
58:13.5,6,1.96,23.44,3.72,3.8,2021-10-12,1
58:18.6,6,2.92,27.27,4.06,3.24,2021-10-12,1
58:23.6,6,1.63,26.07,3.8,3.87,2021-10-12,1
58:28.6,6,2.58,21.2,3.41,3.97,2021-10-12,1
58:33.6,6,2.83,27.35,4.1,3.79,2021-10-12,1
58:38.6,6,1.59,23.94,3.89,4.24,2021-10-12,1
58:43.6,6,2.74,24.57,3.11,3.68,2021-10-12,1
58:48.6,6,1.56,27.48,3.34,3.17,2021-10-12,1
58:53.6,6,1.82,26.84,3.15,3.69,2021-10-12,1
58:58.6,6,2.05,27.24,3.78,3.07,2021-10-12,1
59:03.6,6,2.05,24.84,4.25,4.15,2021-10-12,1
59:08.6,6,2.25,24.34,3.86,3.47,2021-10-12,1
59:13.6,6,2.36,25.7,3.12,4.9,2021-10-12,1
59:18.6,6,2.5,23.99,3.7,4.9,2021-10-12,1
59:23.6,6,2.19,27.95,4.46,4.32,2021-10-12,1
59:28.6,6,2.75,23.26,3.79,3.74,2021-10-12,1
59:33.6,6,1.91,27.84,4.44,3.27,2021-10-12,1
59:38.6,6,1.56,27.2,4.02,3.42,2021-10-12,1
59:43.6,6,2.14,23.73,3.48,3.35,2021-10-12,1
59:48.6,6,2.04,24.2,4.07,3.03,2021-10-12,1
59:53.6,6,2.06,24.1,4.12,4.31,2021-10-12,1
59:58.7,6,2.4,24.7,4.07,3.43,2021-10-12,1
00:03.7,6,2.84,22.98,3.6,4.8,2021-10-12,1
00:08.7,6,2.87,22.12,3.09,4.03,2021-10-12,1
00:13.7,6,2.92,25.51,4.26,3.22,2021-10-12,1
00:18.7,6,1.82,25.33,3.94,4.6,2021-10-12,1
00:23.7,6,2.41,26.52,4.16,4.81,2021-10-12,1
00:28.7,6,2.08,25.15,3.15,3.61,2021-10-12,1
00:33.7,6,1.83,23.56,4.36,3.95,2021-10-12,1
00:38.7,6,2.67,25.02,3.54,4.79,2021-10-12,1
00:43.7,6,2.2,25.27,4.32,4.95,2021-10-12,1
00:48.7,6,2.5,24.96,4.13,4.51,2021-10-12,1
00:53.7,6,2.38,22.58,3.57,4.12,2021-10-12,1
00:58.7,6,1.85,26.45,4.22,4.99,2021-10-12,1
01:03.7,6,2.93,23.54,3.87,4.55,2021-10-12,1
01:08.7,6,1.94,27.4,4,4.85,2021-10-12,1
01:13.7,6,2.86,25.21,3.53,4.69,2021-10-12,1
01:18.7,6,2.2,22.63,3.77,4.74,2021-10-12,1
01:23.7,6,2.84,24.71,3.31,3.05,2021-10-12,1
01:28.7,6,2.46,24.96,3.94,4.21,2021-10-12,1
01:33.7,6,2.82,23.98,3.3,4.59,2021-10-12,1
01:38.7,6,2.87,23.96,3.12,3.93,2021-10-12,1
02:06.0,7,2.22,21.27,4.35,4.06,2021-10-12,1
02:11.0,7,2.05,22.68,3.9,3.56,2021-10-12,1
02:16.0,7,2.82,26.37,3.66,4.6,2021-10-12,1
02:21.0,7,2.74,24.28,3.8,4.83,2021-10-12,1
02:26.0,7,4.82,26.35,2.42,1.8,2021-10-12,1
02:31.0,7,2.14,22.61,4.03,3.64,2021-10-12,1
02:36.0,7,2.63,25.06,3.26,3.2,2021-10-12,1
02:41.0,7,4.17,25.11,2.23,4.02,2021-10-12,1
02:46.0,7,2.42,26.4,3.44,3.07,2021-10-12,1
02:51.0,7,2.01,25.76,3.94,3.38,2021-10-12,1
02:56.0,7,2.27,27.19,4.18,4.61,2021-10-12,1
03:01.0,7,2.82,25.21,4.16,4.19,2021-10-12,1
03:06.0,7,1.95,27.07,4.48,4.77,2021-10-12,1
03:11.0,7,1.54,21.41,3.79,4.95,2021-10-12,1
03:16.1,7,2.28,27.45,4.34,4.8,2021-10-12,1
03:21.1,7,1.64,23.43,4.45,4,2021-10-12,1
03:26.1,7,1.57,24.69,3.12,4.3,2021-10-12,1
03:31.1,7,2.24,23.65,3.27,3.48,2021-10-12,1
03:36.1,7,2.03,23.85,3.87,3.2,2021-10-12,1
03:41.1,7,2.68,24.79,3.61,4.7,2021-10-12,1
03:46.1,7,1.64,24.66,3.41,4.73,2021-10-12,1
03:51.1,7,2.73,23.72,3.04,4.19,2021-10-12,1
03:56.1,7,2.82,23.3,3.68,4.61,2021-10-12,1
04:01.1,7,2.23,22.51,3.37,4.81,2021-10-12,1
04:06.1,7,2.92,22.48,4.27,4.64,2021-10-12,1
04:11.1,7,1.67,26.68,4.13,4.68,2021-10-12,1
04:16.1,7,2.76,22.49,3.49,1.48,2021-10-12,1
04:21.1,7,2.15,21.7,3.12,4.35,2021-10-12,1
04:26.1,7,2.19,23.22,3.57,3.12,2021-10-12,1
04:31.1,7,2.62,22.42,4.04,4.79,2021-10-12,1
04:36.1,7,1.76,25.45,3.62,4.06,2021-10-12,1
04:41.1,7,2.7,26.37,3.62,4.45,2021-10-12,1
04:46.1,7,1.68,22.79,4.14,4.42,2021-10-12,1
04:51.1,7,2.64,27.83,3.62,4.15,2021-10-12,1
04:56.1,7,2.16,23.11,3.96,3.25,2021-10-12,1
05:01.2,7,2.76,25.32,3.9,4.88,2021-10-12,1
05:06.2,7,2.4,22.15,3.02,4.11,2021-10-12,1
05:11.2,7,2.13,26.65,4.12,3.18,2021-10-12,1
05:16.2,7,1.68,21.17,3.05,3.44,2021-10-12,1
05:21.2,7,1.74,23.21,4.4,3.12,2021-10-12,1
05:26.2,7,2.07,23.62,4.19,4.02,2021-10-12,1
05:31.2,7,2.43,25.14,4.27,3.1,2021-10-12,1
05:36.2,7,1.74,25.6,4.22,4.92,2021-10-12,1
05:41.2,7,2.43,26.06,3.49,3.38,2021-10-12,1
05:46.2,7,2.37,22.03,3.64,3.44,2021-10-12,1
05:51.2,7,2.75,22.06,3.33,4.92,2021-10-12,1
05:56.2,7,2.29,21.06,4.18,3.36,2021-10-12,1
06:01.2,7,1.69,26.15,3.03,3.71,2021-10-12,1
06:06.2,7,2.51,21.89,4.06,4.91,2021-10-12,1
06:11.2,7,1.82,25.17,3.68,3.28,2021-10-12,1
06:16.2,7,2.99,25.98,3.42,4.43,2021-10-12,1
06:21.2,7,2.63,26.12,3.98,3.54,2021-10-12,1
06:26.3,7,1.89,22.28,3.52,3.96,2021-10-12,1
06:31.3,7,2.17,21.27,3.04,3.59,2021-10-12,1
06:36.3,7,2.04,25.55,3.6,4.71,2021-10-12,1
06:41.3,7,2.66,23.84,3.77,3.61,2021-10-12,1
06:46.3,7,1.67,22.03,3.76,3.94,2021-10-12,1
06:51.3,7,1.67,25.09,3.68,3.82,2021-10-12,1
06:56.3,7,1.84,23.07,4.44,3.62,2021-10-12,1
07:01.3,7,1.68,24.96,4.1,3.4,2021-10-12,1
07:06.3,7,2.69,21.22,4.35,4.62,2021-10-12,1
07:11.3,7,2.47,26.85,3.49,3.35,2021-10-12,1
07:16.3,7,2.12,25.36,3.01,4.59,2021-10-12,1
07:21.3,7,2.25,24.72,4.13,3.66,2021-10-12,1
07:26.3,7,2.2,25.19,4.09,3.04,2021-10-12,1
07:31.3,7,2.24,23.65,4.09,3.83,2021-10-12,1
07:36.3,7,1.71,24.29,4.21,3.63,2021-10-12,1
07:41.3,7,1.59,24.12,3.88,3.93,2021-10-12,1
07:46.3,7,2.21,25.59,4.08,3.66,2021-10-12,1
08:13.5,8,1.93,23.94,4.27,4.11,2021-10-12,1
08:18.5,8,2.23,23.73,3.62,3.91,2021-10-12,1
08:23.5,8,2.03,25.04,3.76,3.72,2021-10-12,1
08:28.5,8,1.61,24.98,3.77,3.2,2021-10-12,1
08:33.5,8,2.41,25.84,4.29,3.44,2021-10-12,1
08:38.6,8,2.52,23.34,3.48,3.82,2021-10-12,1
08:43.6,8,2.76,26.18,3.51,4.14,2021-10-12,1
08:48.6,8,2.46,24.75,3.74,3.69,2021-10-12,1
08:53.6,8,2.43,26.18,4.4,3.47,2021-10-12,1
08:58.6,8,2.57,27.27,4.3,3.8,2021-10-12,1
09:03.6,8,2.88,25.4,4.28,3.6,2021-10-12,1
09:08.6,8,1.64,26.56,4.02,3.42,2021-10-12,1
09:13.6,8,2.83,21.62,3.56,3.14,2021-10-12,1
09:18.6,8,1.56,24.06,3.07,4.9,2021-10-12,1
09:23.6,8,1.55,23.78,3.64,4.49,2021-10-12,1
09:28.6,8,2.73,25.81,4.33,3.35,2021-10-12,1
09:33.6,8,1.99,26.02,3.95,4.06,2021-10-12,1
09:38.6,8,2.45,25.26,3.69,3.67,2021-10-12,1
09:43.6,8,2.83,26.39,3.75,3.4,2021-10-12,1
09:48.6,8,2.26,26.24,3.74,3.05,2021-10-12,1
09:53.6,8,2.34,24.16,4.35,4.54,2021-10-12,1
09:58.6,8,2.69,27.48,3.37,3.46,2021-10-12,1
10:03.6,8,2.35,24.35,3.17,3.66,2021-10-12,1
10:08.7,8,2.63,23.88,3.61,3.7,2021-10-12,1
10:13.7,8,1.64,21.23,4.3,4.91,2021-10-12,1
10:18.7,8,2.31,26.43,4.16,4,2021-10-12,1
10:23.7,8,2.69,27.42,4.26,4.81,2021-10-12,1
10:28.7,8,2.98,22.53,3.98,3.08,2021-10-12,1
10:33.7,8,2.18,24.62,4,4.3,2021-10-12,1
10:38.7,8,2.19,22.36,3.11,4.24,2021-10-12,1
10:43.7,8,1.84,25.79,3.86,4.45,2021-10-12,1
10:48.7,8,2.85,25.7,3.76,4.43,2021-10-12,1
10:53.7,8,2.49,24.22,3.82,3.57,2021-10-12,1
10:58.7,8,2.68,23.96,3.58,3.31,2021-10-12,1
11:03.7,8,1.98,24.8,3.91,4.62,2021-10-12,1
11:08.7,8,2.17,27.55,4.4,4.44,2021-10-12,1
11:13.7,8,2.44,24.64,4.39,3.33,2021-10-12,1
11:18.7,8,2.75,21.48,3.72,4.67,2021-10-12,1
11:23.7,8,2.12,21.61,3.98,3.74,2021-10-12,1
11:28.7,8,2.6,27.52,4.04,4.01,2021-10-12,1
11:33.7,8,2.36,26.04,4.32,4.54,2021-10-12,1
11:38.8,8,2.7,21.89,3.86,3.97,2021-10-12,1
11:43.8,8,2.28,22.21,4.13,4.39,2021-10-12,1
11:48.8,8,1.58,27.35,3.12,4.11,2021-10-12,1
11:53.8,8,2.84,27.35,4.13,4.99,2021-10-12,1
11:58.8,8,2.79,23.82,3.3,4.85,2021-10-12,1
12:03.8,8,2.36,22.47,3.09,4.49,2021-10-12,1
12:08.8,8,2.26,25.18,3.94,4.94,2021-10-12,1
12:13.8,8,1.7,22.9,3.47,3.43,2021-10-12,1
12:18.8,8,1.99,24.17,3.06,3.12,2021-10-12,1
12:23.8,8,2.09,24.47,3.99,4.81,2021-10-12,1
12:28.8,8,2.61,26.47,3.36,4.92,2021-10-12,1
12:33.8,8,2.84,21.27,4.44,3.21,2021-10-12,1
12:38.8,8,2.85,27.5,3.81,4.31,2021-10-12,1
12:43.8,8,1.68,21.29,4.02,4.5,2021-10-12,1
12:48.8,8,1.95,23.15,3.26,4.55,2021-10-12,1
12:53.8,8,2.97,25.31,4.21,3.38,2021-10-12,1
12:58.8,8,2.71,26.46,4.01,4.54,2021-10-12,1
13:03.8,8,2.19,24.21,3.88,4.21,2021-10-12,1
13:08.8,8,2.47,24.77,3.52,3.64,2021-10-12,1
13:13.8,8,1.83,25.65,4.29,3.57,2021-10-12,1
13:18.8,8,2.74,26.8,3.61,3.54,2021-10-12,1
13:23.8,8,1.58,26.77,4.24,4.97,2021-10-12,1
13:28.8,8,1.83,24.24,4.12,4.16,2021-10-12,1
13:33.8,8,2.39,25.54,3.23,4.81,2021-10-12,1
13:38.8,8,2.58,21.78,3.97,4,2021-10-12,1
13:43.8,8,2.55,25.5,3.64,3.83,2021-10-12,1
13:48.9,8,2.74,23.22,4.19,4.23,2021-10-12,1
13:53.9,8,2.69,22.83,3.24,4.24,2021-10-12,1
14:21.5,9,2.1,25.35,4.42,4.06,2021-10-12,1
14:26.5,9,2.53,24.01,4.44,3.6,2021-10-12,1
14:31.5,9,2.62,22.56,4.4,4.21,2021-10-12,1
14:36.5,9,2.03,23.43,3.86,4.42,2021-10-12,1
14:41.5,9,2.97,23.01,4.24,3.17,2021-10-12,1
14:46.6,9,2.15,22.04,3.16,4.34,2021-10-12,1
14:51.6,9,1.92,26.2,3.57,4.12,2021-10-12,1
14:56.6,9,2.95,23.24,3.21,4.78,2021-10-12,1
15:01.6,9,2.74,23.6,3.07,3.39,2021-10-12,1
15:06.6,9,2.83,26.68,3.27,3.73,2021-10-12,1
15:11.6,9,3.49,27.73,2.14,1.94,2021-10-12,1
15:16.6,9,2.1,25.1,3.47,3.36,2021-10-12,1
15:21.6,9,2.41,27.82,4.44,4.09,2021-10-12,1
15:26.6,9,1.92,27.7,3.62,4.12,2021-10-12,1
15:31.6,9,1.69,26.05,4.21,3.29,2021-10-12,1
15:36.6,9,3.75,21.69,1.74,4.13,2021-10-12,1
15:41.6,9,2.11,26.21,3.75,3.08,2021-10-12,1
15:46.6,9,1.85,26.77,3.96,3.81,2021-10-12,1
15:51.6,9,2.75,23.95,3.88,4.87,2021-10-12,1
15:56.6,9,1.75,23.92,4.18,4.97,2021-10-12,1
16:01.6,9,2.62,25.96,3.51,3.06,2021-10-12,1
16:06.6,9,2.18,26.62,3.35,4.55,2021-10-12,1
16:11.6,9,1.51,25.26,4.17,4.21,2021-10-12,1
16:16.6,9,2.47,26.4,4.29,4.54,2021-10-12,1
16:21.6,9,2.46,23.55,3.94,3.79,2021-10-12,1
16:26.6,9,1.69,25.86,3.25,4.37,2021-10-12,1
16:31.6,9,2.72,25.24,3.48,3.48,2021-10-12,1
16:36.6,9,2.37,22.36,3.76,3.82,2021-10-12,1
16:41.7,9,1.65,24.63,3.25,4.56,2021-10-12,1
16:46.7,9,1.77,25.11,1.9,1.91,2021-10-12,1
16:51.7,9,1.81,27.24,3.1,3.33,2021-10-12,1
16:56.7,9,2.9,26.98,3.72,4.32,2021-10-12,1
17:01.7,9,2,22.69,3.03,3.72,2021-10-12,1
17:06.7,9,2.58,27.69,3.35,4.75,2021-10-12,1
17:11.7,9,1.54,22.09,3.28,3.78,2021-10-12,1
17:16.7,9,1.54,21.17,4.39,3.71,2021-10-12,1
17:21.7,9,2.02,26.79,4.05,3.22,2021-10-12,1
17:26.7,9,2.29,21.04,3.6,3.58,2021-10-12,1
17:31.7,9,2.74,23.91,3.05,3.55,2021-10-12,1
17:36.7,9,2.78,27.43,3.67,3.16,2021-10-12,1
17:41.7,9,2.82,27.2,3.82,3.53,2021-10-12,1
17:46.7,9,2.05,21.65,3.16,4.49,2021-10-12,1
17:51.7,9,1.69,26.84,4.17,4.73,2021-10-12,1
17:56.7,9,2,27.92,4.39,3.52,2021-10-12,1
18:01.7,9,2.23,26.73,4.24,3.71,2021-10-12,1
18:06.7,9,1.7,23.51,3.68,4.87,2021-10-12,1
18:11.8,9,2.91,24.26,4.16,3.27,2021-10-12,1
18:16.8,9,2.89,25.85,3.16,4.35,2021-10-12,1
18:21.8,9,2.32,25.55,3.56,3.22,2021-10-12,1
18:26.8,9,2.56,24.74,3.98,3.19,2021-10-12,1
